1;;
COD;PRODUTOS;VEND. POR:
5837;"BATATA PALITO CONGELADA PRÉ FRITA 7 MM CORTE FINO ""EXTRA
CRUNCH"" SIMPLOT 2,5 KG (CX 6 PCT)";CX
5430;"BATATA PALITO CONGELADA PRÉ FRITA 7 MM CORTE FINO FAST FOOD
BEM BRASIL 2 KG (CX 7 PCT)";CX
8413;"BATATA PALITO CONGELADA PRÉ FRITA 7 MM CORTE FINO FAST FOOD
MCCAIN 2,25 KG (CX 8 PCT)";CX
6432;"BATATA PALITO CONGELADA PRÉ FRITA 7 MM CORTE FINO
LAMBWESTON 2,25 KG (CX 8 PCT)";CX
3145;"BATATA PALITO CONGELADA PRÉ FRITA 7 MM CORTE FINO MCCAIN
2,25 KG (CX 8 PCT)";CX
5303;"BATATA PALITO CONGELADA PRÉ FRITA 7 MM CORTE FINO MCCAIN 2,5
KG (CX 5 PCT)";CX
5317;"BATATA PALITO CONGELADA PRÉ FRITA 7 MM CORTE FINO SIMPLOT
2,25 KG (CX 8 PCT)";CX
6838;"BATATA PALITO CONGELADA PRÉ FRITA 7 MM CORTE FINO SURECRISP
EXTRA CROCANTE MCCAIN 2,5 KG (CX 5 PCT)";CX
8613;"BATATA PALITO CONGELADA PRÉ FRITA 7 MM SURECRISP SKIN ON
MCCAIN 2,5 KG (CX 5 PCT)";CX
7623;"BATATA PALITO CONGELADA PRÉ FRITA 9 MM ""COM CASCA"" CORTE
TRADICIONAL STEALTH FRIES COBERTURA CROCANTE LAMBWESTON";CX
6443;"BATATA PALITO CONGELADA PRÉ FRITA 9 MM ""SEM CASCA"" CORTE
TRADICIONAL STEALTH FRIES COBERTURA CROCANTE LAMBWESTON";CX
7894;"BATATA PALITO CONGELADA PRÉ FRITA 9 MM CORTE TRADICIONAL
CANÇÃO 2 KG (CX 5 PCT)";CX
8540;"BATATA PALITO CONGELADA PRÉ FRITA 9 MM CORTE TRADICIONAL
COOLMIND CRISTAL SIMPLOT 2 KG (CX 7 PCT)";CX
5428;"BATATA PALITO CONGELADA PRÉ FRITA 9 MM CORTE TRADICIONAL
HARVEST PRIDE RÚSTICA MCCAIN 2,5 KG (CX 6 PCT)";CX
25;"BATATA PALITO CONGELADA PRÉ FRITA 9 MM CORTE TRADICIONAL
LAMBWESTON 2,5 KG (CX 6 PCT)";CX
3439;"BATATA PALITO CONGELADA PRÉ FRITA 9 MM CORTE TRADICIONAL
MAIS BATATA BEM BRASIL 2 KG (CX 7 PCT)";CX
1525;"BATATA PALITO CONGELADA PRÉ FRITA 9 MM CORTE TRADICIONAL
MCCAIN 2,5 KG (CX 6 PCT)";CX
3216;"BATATA PALITO CONGELADA PRÉ FRITA 9 MM CORTE TRADICIONAL
ONE FRY MCCAIN 2,5 KG (CX 6 PCT)";CX
8489;"BATATA PALITO CONGELADA PRÉ FRITA 9 MM CORTE TRADICIONAL
SEARA 2 KG (CX 5 PCT)";CX
4968;"BATATA PALITO CONGELADA PRÉ FRITA 9 MM CORTE TRADICIONAL
SURECRISP EXTRA CROCANTE MCCAIN 2,5 KG (CX 6 PCT)";CX
716;"BATATA PALITO CONGELADA PRÉ FRITA 9 MM CORTE TRADICIONAL UAI
BEM BRASIL 2 KG (CX 7 PCT)";CX
5307;"BATATA PALITO CONGELADA PRÉ FRITA 9 X 18 MM STEAKHOUSE
CORTE ESPECIAL BEM BRASIL 2,5 KG (CX 6 PCT)";CX
6141;"BATATA PALITO CONGELADA PRÉ FRITA 9 X 18 MM STEAKHOUSE
LAMBWESTON 2,5 KG (CX 5 PCT)";CX
7793;"BATATA PALITO CONGELADA PRÉ FRITA 9 X 18 MM STEAKHOUSE
SIMPLOT 2 KG (CX 5 PCT)";CX
5109;"BATATA PALITO CONGELADA PRÉ FRITA COM CASCA 9 X 18 MM
ONDULADA BEM BRASIL 2 KG (CX 7 PCT)";CX
8532;"BATATA PALITO CONGELADA PRÉ FRITA CRINKLE EXTRA CRUNCH
SIMPLOT 2,27 KG (CX 6 PCT)";CX
4967;"BATATA PALITO CONGELADA PRÉ FRITA CRINKLE FRIES ONDULADA
MCCAIN 2,5 KG (CX 5 PCT)";CX
2996;"BATATA PALITO CONGELADA PRÉ FRITA CRINKLE ONDULADA BEM
BRASIL 2 KG (CX 6 PCT)";CX
5445;"BATATA PALITO CONGELADA PRÉ FRITA CRINKLE SURECRISP
TEMPERADA MCCAIN 2,5 KG (CX 4 PCT)";CX
1384;BAÚ MOCHILA PRATA LAMINADO PARA PIZZA MIL ROTAS (UN);UN
365;BAÚ MOCHILA VERMELHO COMUM PARA PIZZA MIL ROTAS (UN);UN
5873;"BAÚ MOCHILA VERMELHO LAMINADO COM BOLSÃO PARA PIZZA MIL
ROTAS (UN)";UN
232;BERINJELA A GENOVESE REFOGADA RG 500 G (CX 10 PCT);PCT
1612;BICARBONATO DE SÓDIO BRASILSECO 1 KG (CX 20 PCT);PCT
7299;BICARBONATO DE SÓDIO DA TERRINHA 500 G (CX 6 PCT);PCT
8427;BICARBONATO DE SÓDIO PENINA 1 KG (CX 10 PCT);PCT
3336;BISTECA SUÍNA CONGELADA FRIMESA (CX 5 KG);CX
4973;BISTECA SUÍNA CONGELADA PAMPLONA (CX 10 KG);CX
62;BLANQUET DE PERU SADIA 1,75 KG (CX 4 PÇ);PÇ
8509;"BOLINHO DE CARNE DE SOL COM REQUEIJÃO CONGELADO ALFAMA
1,05 KG (CX 3 PCT)";PCT
8507;BOLINHO DE CARNE SECA CONGELADO ALFAMA 1,05 KG (CX 3 PCT);PCT
4564;BOMBOM OURO BRANCO LACTA 1 KG (CX 10 PCT);PCT
594;BOMBOM SONHO DE VALSA LACTA 1 KG (CX 10 PCT);PCT
370;BONÉ BRIM BRANCO (UN);UN
371;BRIGADEIRO COM REQUEIJÃO SANTA MARINA 1,350 KG (CX 12 BIS);BIS
4124;BRIGADEIRO GRANDE MOÇA NESTLÉ 2,57 KG (CX 6 LT);LT
6552;BRIGADEIRO PEQUENO MOÇA NESTLÉ 1,01 KG (CX 8 BIS);BIS
1342;BRIQUETE (SC 21 KG);SC
7713;BRÓCOLIS CONGELADO AGRO YOSHI 2 KG (CX 5 PCT);CX
7714;BRÓCOLIS CONGELADO GRANO 2 KG (CX 5 PCT);CX
7715;BRÓCOLIS CONGELADO PRATIGEL 1,02 KG (CX 10 PCT);CX
8240;"BURGER CHICKEN DE FRANGO CONGELADO EMPANADO SUPREME
SEARA 2 KG (CX 3 PCT)";CX
1578;CACHAÇA 51 965 ML (CX 12 UN);CX
1530;CACHAÇA BOAZINHA 600 ML (CX 12 UN);UN
1412;CACHAÇA BUSCA VIDA 670 ML (CX 6 UN);UN
1862;CACHAÇA CHICO MINEIRO OURO 600 ML (CX 12 UN);UN
4242;CACHAÇA COROTE TRADICIONAL 500 ML (CX 12 UN);CX
1715;CACHAÇA ESPÍRITO DE MINAS 700 ML (CX 12 UN);UN
1449;CACHAÇA SAGATIBA PURA 700 ML (CX 12 UN);UN
1533;CACHAÇA SÃO FRANCISCO 970 ML (CX 12 UN);UN
5128;CACHAÇA SELETA OURO 1 L (CX 12 UN);UN
5041;CACHAÇA TRADICIONAL SALINAS 600 ML (CX 12 UN);UN
2869;CACHAÇA TRÊS CORONÉIS 700 ML (CX 6 UN);UN
1416;CACHAÇA VELHO BARREIRO 910 ML (CX 12 UN);CX
1540;CACHAÇA YPIÓCA OURO COM PALHA 965 ML (CX 12 UN);UN
1665;CACHAÇA YPIÓCA OURO SEM PALHA 965 ML (CX 12 UN);UN
5852;CAFÉ EXTRA FORTE ALMOFADA BOM JESUS 500 G (CX 10 PCT);CX
8411;CAFÉ EXTRA FORTE ALMOFADA COAMO 500 G (FDO 10 PCT);FD
8668;"CAFÉ EXTRA FORTE ALMOFADA MARQUES DA COSTA 500 G (FDO 10
PCT)";FD
6272;CAFÉ EXTRA FORTE ALMOFADA SELETO 500 G (FDO 10 PCT);FD
1617;CAFÉ EXTRA FORTE ALMOFADA SOLLUS 500 G (FDO 10 PCT);FD
6381;CAFÉ EXTRA FORTE ALMOFADA UNIÃO 500 G (CX 10 PCT);CX
5851;CAFÉ TRADICIONAL ALMOFADA BOM JESUS 500 G (CX 10 PCT);CX
8412;CAFÉ TRADICIONAL ALMOFADA COAMO 500 G (FDO 10 PCT);FD
8669;"CAFÉ TRADICIONAL ALMOFADA MARQUES DA COSTA 500 G (FDO 10
PCT)";FD
4782;CAFÉ TRADICIONAL ALMOFADA MELITTA 500 G (CX 10 PCT);CX
873;CAFÉ TRADICIONAL ALMOFADA PILÃO 500 G (FDO 10 PCT);FD
6270;CAFÉ TRADICIONAL ALMOFADA SELETO 500 G (FDO 10 PCT);FD
6271;CAFÉ TRADICIONAL ALMOFADA UNIÃO 500 G (CX 10 PCT);CX
375;CAIXA PARA PIZZA BRANCA 25 CM (PCT 25 UN);PCT
377;CAIXA PARA PIZZA BRANCA 35 CM (PCT 25 UN);PCT
357;CAIXA PARA PIZZA OITAVADA 25 CM (PCT 25 UN);PCT
362;CAIXA PARA PIZZA OITAVADA 35 CM (PCT 25 UN);PCT
27;CALABRESA AURORA 5 KG (CX 5 PCT);PCT
6249;CALABRESA BRASA 2 KG (CX 8 PCT);PCT
3446;CALABRESA CERATTI 2,5 KG (CX 4 PCT);PCT
3745;CALABRESA FATIADA CONGELADA FRIMESA 1 KG (CX 8 PCT);PCT
1298;CALABRESA FATIADA RESFRIADA CERATTI 1 KG (CX 3 PCT);PCT
7087;CALABRESA FATIADA RESFRIADA LACTOFRIOS 1 KG (CX 12 PCT);PCT
8423;CALABRESA FATIADA RESFRIADA MISTER BEEF 1 KG (CX 18 PCT);PCT
5065;CALABRESA FRICASA 2,5 KG (CX 4 PCT);PCT
7726;CALABRESA FRIMESA 2,5 KG (CX 6 PCT);PCT
6975;CALABRESA LACTOFRIOS 2 KG (CX 6 PCT);PCT
6976;CALABRESA NOBRE 2 KG (CX 5 PCT);PCT
4106;CALABRESA PAMPLONA 2,5 KG (CX 4 PCT);PCT
5878;CALABRESA PRIETO 5 KG (CX 2 PCT);PCT
33;CALABRESA PURA PRIETO 5 KG (CX 2 PCT);PCT
3165;CALABRESA RETA AURORA 3 KG (CX 5 PCT);PCT
6557;CALABRESA RETA BRASA 2 KG (CX 8 PCT);PCT
8426;CALABRESA RETA MISTER BEEF 2,5 KG (CX 5 PCT);PCT
4121;CALABRESA RETA PAMPLONA 2,5 KG (CX 4 PCT);PCT
7792;CALABRESA RETA PRIETO 2,5 KG (CX 4 PCT);PCT
34;CALABRESA RETA SADIA 2,5 KG (CX 3 PCT);PCT
1276;CALABRESA RETA SEARA 2,5 KG (CX 6 PCT);PCT
37;CALABRESA SADIA 2,5 KG (CX 6 PCT);PCT
2939;CALABRESA SEARA 2,5 KG (CX 6 PCT);PCT
379;CALÇA BRIM BRANCA (UN 44 / M);UN
380;CALÇA BRIM BRANCA (UN 46 / G);UN
7256;CALDO DE BACON PENINA 1,05 KG (FD 10 PCT);PCT
4548;CALDO DE CARNE KISABOR 1,01 KG (CX 12 PCT);PCT
6387;CALDO DE CARNE KNORR 1,01 KG (CX 10 PCT);PCT
506;CALDO DE CARNE PENINA 1,05 KG (FDO 10 PCT);PCT
885;CALDO DE CARNE QUALIMAX 1,01 KG (CX 10 PCT);PCT
1229;CALDO DE CARNE SAZÓN AJINOMOTO 1,1 KG (CX 6 PCT);PCT
4865;CALDO DE CARNE TECNUTRI 1,01 KG (CX 10 PCT);PCT
6842;CALDO DE GALINHA KISABOR 1,01 KG (CX 12 PCT);PCT
6388;CALDO DE GALINHA KNORR 1,01 KG (CX 10 PCT);PCT
8222;CALDO DE GALINHA MAGGI 1,01 KG (CX 6 PCT);PCT
507;CALDO DE GALINHA PENINA 1,05 KG (FDO 10 PCT);PCT
886;CALDO DE GALINHA QUALIMAX 1,01 KG (CX 10 PCT);PCT
1228;CALDO DE GALINHA SAZÓN AJINOMOTO 1,1 KG (CX 6 PCT);PCT
4864;CALDO DE GALINHA TECNUTRI 1,01 KG (CX 10 PCT);PCT
8640;CALDO DE LEGUMES PENINA 1,05 KG (CX 10 PCT);PCT
3829;CALDO DE LEGUMES QUALIMAX 1,01 KG (CX 10 PCT);PCT
1230;CALDO DE LEGUMES SAZÓN AJINOMOTO 1,1 KG (CX 6 PCT);PCT
759;CALDO DELICIAS DO MAR KNORR 1,01 KG (CX 10 PCT);PCT
4841;CALDO PARA FRUTOS DO MAR SAZÓN AJINOMOTO 1,1 KG (CX 6 PCT);PCT
6839;"CAMARÃO CONGELADO DESCASCADO 7 BARBAS PALEMON 1 KG (CX 15
PCT)";PCT
257;CAMARÃO COZIDO REFOGADO TEMPERADO RG 300 G (CX 12 PCT);PCT
699;CANELA EM PÓ COM AÇÚCAR PENINA 500 G (FDO 20 PCT);PCT
4082;CANELA EM PÓ JAVA PENINA 500 G (FDO 10 PCT);PCT
7817;CANJICA DE MILHO CRISTAL DA TERRINHA 400 G (FDO 12 PCT);PCT
8643;CANJICA DE MILHO CRISTAL PQ 500 G (FDO 12 PCT);PCT
7653;CANJICA DE MILHO CRISTAL YOKI 400 G (FDO 16 PCT);PCT
5569;CANUDO BIODEGRADÁVEL STRAWPLAST 500 UN (CX 6 PCT);PCT
4976;CAPA DE FILÉ BOVINA RESFRIADA JORDANÉSIA 5 KG (CX 27 KG);KG
8477;CAPA DE FILÉ BOVINA RESFRIADA MATOSO 1 KG (CX 21 KG);KG
8214;"CARNE DE SOL BOVINA CONGELADA DESFIADA ALFAMA 1 KG (CX 6
PCT)";PCT
8652;CARNE MOÍDA BOVINA CONGELADA BOI FORTE 1 KG (CX 12 PCT);PCT
6273;CARNE MOÍDA BOVINA GRANDE CONGELADA ALFAMA 2,5 KG (CX 4 PCT);PCT
8505;"CARNE MOÍDA BOVINA LIGHT CONGELADA ALFAMA GOURMET 1 KG (CX
9 PCT)";PCT
5396;CARNE MOÍDA BOVINA PEQUENA CONGELADA ALFAMA 1 KG (CX 9 PCT);PCT
7374;CARNE SECA BOVINA CONGELADA DESFIADA ALFAMA 1 KG (CX 6 PCT);PCT
268;"CARNE SECA BOVINA DESFIADA REFOGADA TEMPERADA RG 300 G (CX
12 PCT)";PCT
3051;CARNE SECA BOVINA DIANTEIRO JORDANÉSIA 1 KG (CX 10 PCT);PCT
1855;"CARNE SECA BOVINA GRANDE DIANTEIRO JORDANÉSIA 5 KG (CX 2
PCT)";PCT
1813;"CARNE SECA BOVINA GRANDE DIANTEIRO REAL SABOR 5 KG (CX 6
PCT)";PCT
5848;CARNE SECA BOVINA GRANDE TRASEIRO JORDANÉSIA 5 KG (CX 2 PCT);PCT
3345;CARNE SECA BOVINA GRANDE TRASEIRO REAL SABOR 5 KG (CX 6 PCT);PCT
1804;"CARNE SECA BOVINA PEQUENA TRASEIRO REAL SABOR 1 KG (CX 30
PCT)";PCT
1010;CASTANHA DE CAJU TORRADA COM SAL BRASILSECO 1 KG (CX 10 PCT);PCT
8280;CASTANHA DE CAJU TORRADA COM SAL LERYC 1 KG (CX 10 PCT);PCT
1011;CASTANHA DO PARÁ QUEBRADA BRASILSECO 1 KG (CX 10 PCT);PCT
8249;CASTANHA DO PARÁ QUEBRADA LERYC 1 KG (CX 10 PCT);PCT
413;CATCHUP CEPÊRA 3,5 KG (CX 4 GL);GL
411;CATCHUP EKMA 3,3 KG (CX 6 GL);GL
4606;CATCHUP EKMA 950 G (CX 12 FR);FR
5378;CATCHUP GRANDE HEINZ 2 KG (CX 8 BAG);BAG
5815;CATCHUP GRANDE HEMMER 3,8 KG (CX 4 GL);GL
5270;CATCHUP HELLMANN´S 1,01 KG (CX 12 BAG);BAG
4969;CATCHUP KISABOR 1,01 KG (CX 12 FR);FR
8188;CATCHUP LANCHERO 3 KG (FD 6 GL);GL
4609;CATCHUP MÉDIO HEINZ 1,033 KG (CX 12 FR);FR
4874;CATCHUP PEQUENO CEPÊRA 1,01 KG (CX 12 FR);FR
1409;CATCHUP PEQUENO HEINZ 397 G (CX 16 FR);CX
5814;CATCHUP PEQUENO HEMMER 1 KG (CX 12 FR);FR
8680;CATCHUP PREDILECTA 3,2 KG (CX 4 GL);GL
8655;CATCHUP REAL ZAFRÁN 1,05  KG (CX 5 BAG);BAG
3189;CATCHUP SACHÊ CEPÊRA 7 G (CX 175 UN);CX
412;CATCHUP SACHÊ EKMA 7 G (CX 168 UN);CX
7866;CATCHUP SACHÊ ELEFANTE 7 G (CX 144 UN);CX
8376;CATCHUP SACHÊ FUGINI 7 G (CX 144 UN);CX
7734;CATCHUP SACHÊ HEINZ 7 G (CX 144 UN);CX
1655;CATCHUP SACHÊ HELLMANN´S 7 G (CX 168 UN);CX
3325;CATCHUP SACHÊ HEMMER 7 G (CX 190 UN);CX
8177;CATCHUP SACHÊ LANCHERO 7 G (CX 150 UN);CX
6046;CATCHUP SACHÊ PREDILECTA 7 G (CX 144 UN);CX
5376;CATCHUP TRADICIONAL QUERO 1.028 KG (CX 12 FR);FR
8611;CEBOLA CARAMELIZADA CAPELISTA 1,8 KG (CX 6 BD);BD
8191;CEBOLA CARAMELIZADA HOMEMADE 2 KG (CX 4 BD);BD
7110;CEBOLA CRISPY DELEON 500 G (FDO 10 PCT);PCT
8286;CEBOLA CRISPY TAICHI 500 G (CX 20 PCT);PCT
7006;CEBOLA EM PÓ BRASILSECO 1KG (CX 10 PCT);PCT
5437;CEBOLA GRAÚDA NACIONAL (SC 18 KG);SC
5470;CEBOLINHA GRANJA SÃO PAULO (BD 2 KG);BD
480;CENOURA CONGELADA BABY GRANO 2 KG (CX 5 PCT);PCT
1396;CEREJA MARRASQUINO SEM TALO CEPÊRA 125 G (CX 12 VD);VD
382;CEREJA MARRASQUINO SEM TALO CURICO 1,8 KG (CX 6 LT);LT
3684;CERVEJA AMSTEL PURO MALTE LATA 350 ML (CX 12 LT);CX
1732;CERVEJA BADEN BADEN PILSEN CRISTAL 600 ML (CX 12 UN);UN
508;CERVEJA BRAHMA CHOPP PILSEN LATA 350 ML (PCT 12 LT);PCT
5443;CERVEJA BRAHMA DUPLO MALTE LATA 350 ML (PCT 12 LT);PCT
3690;CERVEJA BRAHMA MALZBIER LATA 350 ML (PCT 12 LT);PCT
2880;CERVEJA BUDWEISER LATA 350 ML (CX 12 LT);CX
3072;CERVEJA BUDWEISER LONG NECK 330 ML (PCT 24 UN);PCT
3694;CERVEJA CORONA LONG NECK 330 ML (CX 24 UN);CX
4140;CERVEJA EISENBAHN PILSEN PURO MALTE LATA 350 ML (CX 12 LT);CX
3615;CERVEJA HEINEKEN PURE MALT LAGER GARRAFA 600 ML (CX 12 UN);CX
1579;CERVEJA HEINEKEN PURE MALT LAGER LATA 350 ML (CX 12 LT);CX
3197;"CERVEJA HEINEKEN PURE MALT LAGER LONG NECK 330 ML (PCT 24
UN)";PCT
5993;"CERVEJA HEINEKEN ZERO ÁLCOOL 0.0 PURE MALT LAGER LATA 350 ML
(CX 12 LT)";CX
5842;"CERVEJA HEINEKEN ZERO ÁLCOOL 0.0 PURE MALT LAGER LONG NECK
330 ML (PCT 24 UN)";PCT
4811;CERVEJA IMPÉRIO PURO MALTE LATA 350 ML (CX 12 LT);CX
5797;CERVEJA ITAIPAVA MALZBIER LONG NECK 330 ML (PCT 12 UN);PCT
1383;CERVEJA ITAIPAVA PILSEN LATA 350 ML (PCT 12 LT);PCT
3;CERVEJA MÉDIA SKOL PILSEN LATA 350 ML (PCT 12 LT);PCT
4496;CERVEJA ORIGINAL PILSEN GARRAFA 600 ML (CX 12 UN);CX
5246;CERVEJA ORIGINAL PILSEN LATA 350 ML (PCT 12 LT);PCT
7863;CERVEJA PEQUENA BRAHMA DUPLO MALTE LATA 269 ML (CX 15 LT);CX
4937;CERVEJA PEQUENA BUDWEISER LATA 269 ML (CX 8 LT);CX
6484;"CERVEJA PEQUENA HEINEKEN PURE MALT LAGER LATA 269 ML (CX 8
LT)";CX
7815;CERVEJA PEQUENA ORIGINAL LATA 269 ML (CX 8 LT);CX
639;CERVEJA PEQUENA SKOL PILSEN LATA 269 ML (PCT 15 LT);PCT
5389;CERVEJA PETRA PURO MALTE LATA 350 ML (CX 12 LT);PCT
7848;CERVEJA SPATEN MUNICH GARRAFA 600 ML  (CX 12 UN);CX
8130;CERVEJA SPATEN MUNICH LONG NECK 330 ML (CX 24 UN);CX
5948;CERVEJA STELLA ARTOIS LONG NECK 330 ML (PCT 24 UN);PCT
8628;CHÁ DE CAMOMILA CANELA E MAÇÃ TWININGS 15 G (CX 12 UN);CX
8626;CHÁ DE CAMOMILA MEL E BAUNILHA TWININGS 15 G (CX 12 UN);CX
8625;CHÁ DE CAMOMILA TWININGS 10 G (CX 12 UN);CX
8624;CHÁ DE HORTELÃ TWININGS 17,5 G (CX 12 UN);CX
8629;CHÁ DE LIMÃO E FRAMBOESA TWININGS 15 G (CX 12 UN);CX
8627;CHÁ DE LIMÃO E GENGIBRE TWININGS 15 G (CX 12 UN);CX
5161;CHÁ ICE TEA LEÃO LIMÃO 450 ML (PCT 6 UN);PCT
1308;CHAMPIGNON FATIADO ARCO BELLO (BD 2 KG);BD
8370;CHAMPIGNON FATIADO YGUARA 2 KG (FD 4 BD);BD
4148;CHAMPIGNON INTEIRO ARCO BELLO (BD 2 KG);BD
8219;CHANTILLY DECOR UP DELUXE 1 L (CX 12 UN);UN
8386;CHANTILLY GRAN FINALE 1 L (CX 12 UN);UN
7797;CHANTILLY SPRAY GRAN FINALE 250 G (CX 12 UN);UN
3985;CHANTILLY SPRAY POLENGHI 250 G (CX 12 UN);UN
385;CHANTY MIX AMÉLIA 1 L (CX 12 UN);UN
4659;"CHEDDAR FATIADO PROCESSADO 160 FATIAS POLENGHI ""2,27"" KG (CX
8 PCT)";PCT
2988;"CHEDDAR FATIADO PROCESSADO 160 FATIAS VIGOR 2,24 KG (CX 4
PCT)";PCT
4364;"CHEDDAR FATIADO PROCESSADO 184 FATIAS SCHREIBER 2,27 KG (CX
8 PCT)";PCT
5493;CHEESE PILLOWS CONGELADO EMPANADO MCCAIN 1 KG (CX 6 PCT);CX
5347;CHICKEN DE FRANGO CONGELADO EMPANADO BAITA 1 KG (CX 10 PCT);CX
1714;"CHICKEN DE FRANGO CONGELADO EMPANADO SUPREME SEARA 2,5
KG (CX 2 PCT)";CX
7008;CHIMICHURRI BRASILSECO 1 KG (CX 10 PCT);PCT
7805;CHIMICHURRI OISHII 200 G (CX 20 PCT);PCT
5218;CHIMICHURRI PENINA 200 G (FDO 20 PCT);PCT
8349;CHIMICHURRI ZAZO 1 KG (CX 10 PCT);PCT
4712;CHOCOLATE AO LEITE MELKEN HARALD 2,1 KG (CX 6 UN);UN
796;CHOCOLATE AO LEITE NESTLÉ 2,1 KG (CX 6 UN);UN
4709;CHOCOLATE BRANCO MELKEN HARALD 2,1 KG (CX 6 UN);UN
8445;CHOCOLATE CHOCOCANDY DORI 500 G (CX 12 PCT);PCT
3948;"CHOCOLATE COBERTURA GOTAS AO LEITE TOP HARALD 2,050 KG (CX
5 PCT)";PCT
6761;"CHOCOLATE COBERTURA GOTAS MEIO AMARGO 42 % CACAU MELKEN
HARALD 1,010 KG (CX 10 PCT)";PCT
6604;CHOCOLATE EM PÓ 100 % CACAU MELKEN HARALD 500 G (CX 16 PCT);PCT
7976;CHOCOLATE EM PÓ 33 % CACAU DOCEIRO 1,05 KG (CX 10 PCT);PCT
7633;CHOCOLATE EM PÓ 33 % CACAU MELKEN HARALD 1,010 KG (CX 10 PCT);PCT
4810;CHOCOLATE EM PÓ 50 % CACAU ALIBRA 1 KG (CX 10 PCT);PCT
7977;CHOCOLATE EM PÓ 50 % CACAU DOCEIRO 1,05 KG (CX 10 PCT);PCT
6412;"CHOCOLATE EM PÓ 50 % CACAU DOIS FRADES NESTLÉ 1,01 KG (CX 9
PCT)";PCT
7634;CHOCOLATE EM PÓ 50 % CACAU MELKEN HARALD 1,010 KG (CX 10 PCT);PCT
6809;CHOCOLATE EM PÓ 70 % CACAU MELKEN HARALD 500 G (CX 16 PCT);PCT
7424;CHOCOLATE FORNEÁVEL AO LEITE CAMP 1,010 KG (CX 8 BIS);BIS
5985;CHOCOLATE FORNEÁVEL AO LEITE CONFEIPOP 1,010 KG (CX 8 BIS);BIS
416;"CHOCOLATE FORNEÁVEL AO LEITE CONFEITEIRO HARALD 1,010 KG (CX
8 BIS)";BIS
5651;CHOCOLATE FORNEÁVEL AO LEITE DOLCI SCALA 1,005 KG (CX 8 BIS);BIS
6527;CHOCOLATE FORNEÁVEL AO LEITE VABENE 1,010 KG (CX 8 BIS);BIS
4687;CHOCOLATE FORNEÁVEL AVELÃ CAMP 1,010 KG (CX 8 BIS);BIS
7065;CHOCOLATE FORNEÁVEL AVELÃ CONFEIPOP 1,010 KG (CX 8 BIS);BIS
4397;"CHOCOLATE FORNEÁVEL AVELÃ CONFEITEIRO HARALD 1,010 KG (CX 8
BIS)";BIS
7903;CHOCOLATE FORNEÁVEL BRANCO CONFEIPOP 1,010 KG (CX 8 BIS);BIS
410;"CHOCOLATE FORNEÁVEL BRANCO CONFEITEIRO HARALD 1,010 KG (CX
8 BIS)";BIS
5420;CHOCOLATE FORNEÁVEL BRANCO DOCEIRO 1,005 KG (CX 8 BIS);BIS
6526;CHOCOLATE FORNEÁVEL BRANCO VABENE 1,010 KG (CX 8 BIS);BIS
7902;"CHOCOLATE FORNEÁVEL GRANDE AO LEITE CONFEITEIRO HARALD
2,010 KG (CX 6 BIS)";BIS
7857;"CHOCOLATE FORNEÁVEL GRANDE AO LEITE DOCEIRO 2,010 KG (CX 4
BIS)";BIS
8604;"CHOCOLATE FORNEÁVEL GRANDE AVELÃ CONFEITEIRO HARALD 2,010
KG (CX 6 BIS)";BIS
7856;CHOCOLATE FORNEÁVEL GRANDE AVELÃ DOCEIRO 2,010 KG (CX 4 BIS);BIS
4630;CHOCOLATE GRANDE DISQUETI DORI 1,01 KG (CX 10 PCT);PCT
6407;CHOCOLATE GRANULADO CROCANTE CAMP 1,010 KG (CX 10 PCT);PCT
7589;"CHOCOLATE GRANULADO CROCANTE CONFEITEIRO HARALD 1,010 KG
(CX 10 PCT)";PCT
6545;CHOCOLATE GRANULADO MACIO CAMP 1,010 KG (CX 10 PCT);PCT
7590;"CHOCOLATE GRANULADO MACIO CONFEITEIRO HARALD 1,010 KG (CX
10 PCT)";PCT
3619;CHOCOLATE INOVARE AO LEITE HARALD 2,1 KG (CX 6 UN);UN
3622;CHOCOLATE INOVARE BRANCO HARALD 2,1 KG (CX 6 UN);UN
3623;"CHOCOLATE INOVARE INTENSO MEIO AMARGO HARALD 2,1 KG (CX 6
UN)";UN
5482;CHOCOLATE M&M´S 1 KG (CX 4 PCT);PCT
4710;CHOCOLATE MEIO AMARGO MELKEN HARALD 2,1 KG (CX 6 UN);UN
4354;CHOCOLATE MEIO AMARGO NESTLÉ 2,1 KG (CX 6 UN);UN
5509;CHOCOLATE MINI DISQUETI DORI 500 G (CX 12 PCT);PCT
5949;"CHOCOLATE PEQUENO PASTA CREMOSA KIT KAT NESTLÉ 1,01 KG (CX
6 BD)";BD
5471;CHOPP DE VINHO DRAFT 600 ML (CX 6 UN);CX
7122;CLARA DE OVO PASTEURIZADA RESFRIADA ASA 1 KG (CX 12 UN);UN
5484;"CLARA DE OVO PASTEURIZADA RESFRIADA FLEISCHEGGS 1 KG (CX 12
UN)";UN
7995;COBERTURA PARA SORVETE BANANAS FINI 1 KG (CX 6 FR);FR
7993;COBERTURA PARA SORVETE BEIJOS FINI 1 KG (CX 6 FR);FR
6792;COBERTURA PARA SORVETE CARAMELO MARVI 1 KG (CX 6 FR);FR
6793;COBERTURA PARA SORVETE CHOCOLATE MARVI 1,01 KG (CX 6 FR);FR
